customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points,unit_cost,total_cost,profit,profit_margin,year,month,month_name,quarter,day_of_week,week_number,customer_type,store_city,store_country
9289,Unknown Store,12/21/2024,Cookies & Sweets,Cheese,4,3.38,13.52,2.03,11.49,274,2.197,8.788,2.702,23.52,2024,12,December,4,Saturday,51,Firm ,Necunoscut,România
8921,MegaMart Westside,8/2/2024,Bread & Pastries,Cheese,3,8.86,26.58,3.01,23.57,39,5.759,17.277,6.293,26.7,2024,8,August,3,Friday,31,Firm ,Constanta,România
2419,ValuePlus Market,3/10/2024,Bread & Pastries,Eggs,1,28.03,28.03,2.39,25.64,12,18.2195,18.2195,7.4205,28.94,2024,3,March,1,Sunday,10,Firm ,Bucuresti,România
8613,FamilyFood Express,10/22/2024,Cookies & Sweets,Potatoes,1,29.19,29.19,1.18,28.01,72,18.9735,18.9735,9.0365,32.26,2024,10,October,4,Tuesday,43,Firm ,Craiova,România
6325,SuperSave Central,12/26/2023,Bread & Pastries,Rice,3,25.67,77.01,0,77.01,474,16.6855,50.0565,26.9535,35,2023,12,December,4,Tuesday,52,Firm ,Cluj-Napoca,România
5232,FamilyFood Express,4/27/2024,Coffee & Tea,Rice,4,8.68,34.72,6.94,27.78,61,5.642,22.568,5.212,18.76,2024,4,April,2,Saturday,17,Firm ,Craiova,România
5526,MegaMart Westside,10/11/2024,Cookies & Sweets,Carrots,1,20.63,20.63,4.81,15.82,133,13.4095,13.4095,2.4105,15.24,2024,10,October,4,Friday,41,Firm ,Constanta,România
7658,Unknown Store,8/20/2024,Dairy Products,Milk,4,2.46,9.84,0,9.84,473,1.599,6.396,3.444,35,2024,8,August,3,Tuesday,34,Firm ,Necunoscut,România
4937,Corner Grocery,1/24/2025,Coffee & Tea,Bananas,4,20.8,83.2,16.64,66.56,88,13.52,54.08,12.48,18.75,2025,1,January,1,Friday,4,Firm ,Iasi,România
9041,QuickStop Market,7/20/2024,Coffee & Tea,Cheese,5,14.88,74.4,7.44,66.96,44,9.672,48.36,18.6,27.78,2024,7,July,3,Saturday,29,Firm ,Brasov,România
1282,SuperSave Central,10/18/2023,Cookies & Sweets,Yogurt,5,8.22,41.1,4.11,36.99,410,5.343,26.715,10.275,27.78,2023,10,October,4,Wednesday,42,Firm ,Cluj-Napoca,România
5820,MegaMart Westside,1/26/2024,Coffee & Tea,Onions,4,10.97,43.88,4.39,39.49,289,7.1305,28.522,10.968,27.77,2024,1,January,1,Friday,4,Firm ,Constanta,România
6023,SuperSave Central,2/18/2024,Dairy Products,Carrots,3,28.85,86.55,1.4,85.15,191,18.7525,56.2575,28.8925,33.93,2024,2,February,1,Sunday,7,Firm ,Cluj-Napoca,România
4033,GreenGrocer Plaza,1/2/2024,Bread & Pastries,Orange Juice,3,5.86,17.58,0,17.58,453,3.809,11.427,6.153,35,2024,1,January,1,Tuesday,1,Firm ,Oradea,România
4545,MegaMart Westside,3/2/2025,Coffee & Tea,Bananas,3,7.07,21.21,3.18,18.03,354,4.5955,13.7865,4.2435,23.54,2025,3,March,1,Sunday,9,Firm ,Constanta,România
8933,QuickStop Market,3/8/2024,Dairy Products,Bananas,1,12.18,12.18,2.44,9.74,375,7.917,7.917,1.823,18.72,2024,3,March,1,Friday,10,Firm ,Brasov,România
9595,Corner Grocery,11/12/2024,Coffee & Tea,Tomatoes,3,16.82,50.46,3.6,46.86,51,10.933,32.799,14.061,30.01,2024,11,November,4,Tuesday,46,Firm ,Iasi,România
4180,GreenGrocer Plaza,3/24/2024,Dairy Products,Cereal,2,26.74,53.48,4.77,48.71,82,17.381,34.762,13.948,28.63,2024,3,March,1,Sunday,12,Firm ,Oradea,România
9751,ValuePlus Market,11/13/2023,Coffee & Tea,Eggs,1,11.45,11.45,1.72,9.73,218,7.4425,7.4425,2.2875,23.51,2023,11,November,4,Monday,46,Firm ,Bucuresti,România
5494,City Fresh Store,9/11/2023,Bread & Pastries,Chicken Breast,1,6.99,6.99,2.89,4.1,326,4.5435,4.5435,-0.4435,-10.82,2023,9,September,3,Monday,37,Firm ,Timisoara,România
3068,City Fresh Store,12/14/2024,Coffee & Tea,Pasta,2,25.27,50.54,10.11,40.43,288,16.4255,32.851,7.579,18.75,2024,12,December,4,Saturday,50,Firm ,Timisoara,România
9042,GreenGrocer Plaza,10/25/2023,Dairy Products,Orange Juice,5,13,65,1.24,63.76,387,8.45,42.25,21.51,33.74,2023,10,October,4,Wednesday,43,Firm ,Oradea,România
6582,FamilyFood Express,12/28/2023,Bread & Pastries,Eggs,1,13.27,13.27,2.65,10.62,349,8.6255,8.6255,1.9945,18.78,2023,12,December,4,Thursday,52,Firm ,Craiova,România
2070,ValuePlus Market,6/13/2024,Cookies & Sweets,Chicken Breast,4,5.33,21.32,3.25,18.07,290,3.4645,13.858,4.212,23.31,2024,6,June,2,Thursday,24,Firm ,Bucuresti,România
5066,GreenGrocer Plaza,11/7/2023,Bread & Pastries,Eggs,3,29.24,87.72,13.16,74.56,226,19.006,57.018,17.542,23.53,2023,11,November,4,Tuesday,45,Firm ,Oradea,România
9561,ValuePlus Market,5/28/2024,Cookies & Sweets,Eggs,5,26.49,132.45,26.49,105.96,14,17.2185,86.0925,19.8675,18.75,2024,5,May,2,Tuesday,22,Firm ,Bucuresti,România
8025,FreshMart Downtown,3/31/2024,Bread & Pastries,Orange Juice,4,18.22,72.88,3.21,69.67,90,11.843,47.372,22.298,32.01,2024,3,March,1,Sunday,13,Firm ,Sibiu,România
2625,FamilyFood Express,3/21/2025,Bread & Pastries,Ground Beef,2,8.79,17.58,0,17.58,209,5.7135,11.427,6.153,35,2025,3,March,1,Friday,12,Firm ,Craiova,România
4404,FreshMart Downtown,12/4/2024,Coffee & Tea,Eggs,2,18.42,36.84,5.53,31.31,4,11.973,23.946,7.364,23.52,2024,12,December,4,Wednesday,49,Firm ,Sibiu,România
2330,QuickStop Market,12/6/2023,Bread & Pastries,Salmon,3,20.63,61.89,1.41,60.48,422,13.4095,40.2285,20.2515,33.48,2023,12,December,4,Wednesday,49,Firm ,Brasov,România
2229,GreenGrocer Plaza,12/6/2023,Coffee & Tea,Bread,3,29.65,88.95,13.34,75.61,327,19.2725,57.8175,17.7925,23.53,2023,12,December,4,Wednesday,49,Firm ,Oradea,România
8699,QuickStop Market,3/20/2024,Cookies & Sweets,Tomatoes,4,22.36,89.44,13.42,76.02,298,14.534,58.136,17.884,23.53,2024,3,March,1,Wednesday,12,Firm ,Brasov,România
8438,QuickStop Market,10/1/2023,Cookies & Sweets,Cereal,3,8.55,25.65,2.88,22.77,150,5.5575,16.6725,6.0975,26.78,2023,10,October,4,Sunday,39,Firm ,Brasov,România
4824,GreenGrocer Plaza,7/24/2025,Coffee & Tea,Yogurt,5,4.46,22.3,2.19,20.11,348,2.899,14.495,5.615,27.92,2025,7,July,3,Thursday,30,Firm ,Oradea,România
4683,City Fresh Store,12/22/2024,Dairy Products,Eggs,5,13.57,67.85,6.79,61.06,219,8.8205,44.1025,16.9575,27.77,2024,12,December,4,Sunday,51,Firm ,Timisoara,România
3441,City Fresh Store,7/12/2025,Cookies & Sweets,Bananas,1,16.47,16.47,4.57,11.9,374,10.7055,10.7055,1.1945,10.04,2025,7,July,3,Saturday,28,Firm ,Timisoara,România
5352,ValuePlus Market,5/10/2025,Bread & Pastries,Bananas,1,19.16,19.16,0,19.16,127,12.454,12.454,6.706,35,2025,5,May,2,Saturday,19,Firm ,Bucuresti,România
5728,SuperSave Central,7/13/2024,Bread & Pastries,Bananas,5,15.62,78.1,0,78.1,63,10.153,50.765,27.335,35,2024,7,July,3,Saturday,28,Firm ,Cluj-Napoca,România
3037,FreshMart Downtown,8/5/2024,Cookies & Sweets,Pasta,5,19.06,95.3,0,95.3,304,12.389,61.945,33.355,35,2024,8,August,3,Monday,32,Firm ,Sibiu,România
1659,City Fresh Store,3/21/2025,Cookies & Sweets,Apples,1,4.83,4.83,0.97,3.86,371,3.1395,3.1395,0.7205,18.67,2025,3,March,1,Friday,12,Firm ,Timisoara,România
3870,GreenGrocer Plaza,8/6/2024,Cookies & Sweets,Potatoes,5,20.66,103.3,15.49,87.81,92,13.429,67.145,20.665,23.53,2024,8,August,3,Tuesday,32,Firm ,Oradea,România
8245,FreshMart Downtown,7/18/2025,Dairy Products,Pasta,3,1.35,4.05,0,4.05,444,0.8775,2.6325,1.4175,35,2025,7,July,3,Friday,29,Firm ,Sibiu,România
7690,FamilyFood Express,4/21/2024,Dairy Products,Salmon,4,24.23,96.92,9.69,87.23,229,15.7495,62.998,24.232,27.78,2024,4,April,2,Sunday,16,Firm ,Craiova,România
1601,FamilyFood Express,7/25/2024,Bread & Pastries,Chicken Breast,4,7.24,28.96,0,28.96,422,4.706,18.824,10.136,35,2024,7,July,3,Thursday,30,Firm ,Craiova,România
2442,MegaMart Westside,4/7/2024,Dairy Products,Cheese,1,27.86,27.86,2.79,25.07,428,18.109,18.109,6.961,27.77,2024,4,April,2,Sunday,14,Firm ,Constanta,România
7770,MegaMart Westside,9/18/2023,Dairy Products,Orange Juice,5,14.92,74.6,0,74.6,292,9.698,48.49,26.11,35,2023,9,September,3,Monday,38,Firm ,Constanta,România
8242,City Fresh Store,3/19/2025,Dairy Products,Onions,2,22.52,45.04,9.01,36.03,287,14.638,29.276,6.754,18.75,2025,3,March,1,Wednesday,12,Firm ,Timisoara,România
5375,QuickStop Market,10/6/2024,Bread & Pastries,Salmon,2,27.42,54.84,3.19,51.65,360,17.823,35.646,16.004,30.99,2024,10,October,4,Sunday,40,Firm ,Brasov,România
3146,FamilyFood Express,7/27/2025,Bread & Pastries,Rice,4,6.14,24.56,4.91,19.65,349,3.991,15.964,3.686,18.76,2025,7,July,3,Sunday,30,Firm ,Craiova,România
7684,FreshMart Downtown,10/18/2023,Dairy Products,Orange Juice,4,7.96,31.84,3.73,28.11,328,5.174,20.696,7.414,26.37,2023,10,October,4,Wednesday,42,Firm ,Sibiu,România
4681,MegaMart Westside,5/21/2025,Cookies & Sweets,Chicken Breast,4,8.43,33.72,4.65,29.07,370,5.4795,21.918,7.152,24.6,2025,5,May,2,Wednesday,21,Firm ,Constanta,România
2924,ValuePlus Market,12/22/2024,Dairy Products,Chicken Breast,2,29.17,58.34,0,58.34,395,18.9605,37.921,20.419,35,2024,12,December,4,Sunday,51,Firm ,Bucuresti,România
3522,GreenGrocer Plaza,8/28/2024,Bread & Pastries,Yogurt,4,25.22,100.88,0,100.88,105,16.393,65.572,35.308,35,2024,8,August,3,Wednesday,35,Individual,Oradea,România
8905,Corner Grocery,8/7/2024,Coffee & Tea,Tomatoes,4,10.17,40.68,1.02,39.66,199,6.6105,26.442,13.218,33.33,2024,8,August,3,Wednesday,32,Individual,Iasi,România
4122,FreshMart Downtown,7/23/2025,Coffee & Tea,Apples,5,7.37,36.85,2.18,34.67,382,4.7905,23.9525,10.7175,30.91,2025,7,July,3,Wednesday,30,Individual,Sibiu,România
5891,City Fresh Store,5/18/2025,Coffee & Tea,Cereal,5,20.11,100.55,3.27,97.28,355,13.0715,65.3575,31.9225,32.82,2025,5,May,2,Sunday,20,Individual,Timisoara,România
9022,MegaMart Westside,6/9/2025,Cookies & Sweets,Apples,1,10.07,10.07,0,10.07,402,6.5455,6.5455,3.5245,35,2025,6,June,2,Monday,24,Individual,Constanta,România
7274,SuperSave Central,2/4/2024,Coffee & Tea,Orange Juice,1,7.34,7.34,2.06,5.28,249,4.771,4.771,0.509,9.64,2024,2,February,1,Sunday,5,Individual,Cluj-Napoca,România
3492,MegaMart Westside,8/25/2024,Coffee & Tea,Potatoes,5,1.18,5.9,0.59,5.31,451,0.767,3.835,1.475,27.78,2024,8,August,3,Sunday,34,Individual,Constanta,România
1606,SuperSave Central,11/13/2023,Bread & Pastries,Bread,5,19.65,98.25,19.65,78.6,108,12.7725,63.8625,14.7375,18.75,2023,11,November,4,Monday,46,Individual,Cluj-Napoca,România
6439,City Fresh Store,6/12/2025,Coffee & Tea,Yogurt,5,5.67,28.35,1.97,26.38,426,3.6855,18.4275,7.9525,30.15,2025,6,June,2,Thursday,24,Individual,Timisoara,România
9617,QuickStop Market,7/14/2025,Dairy Products,Yogurt,4,18.58,74.32,14.86,59.46,241,12.077,48.308,11.152,18.76,2025,7,July,3,Monday,29,Individual,Brasov,România
8486,FamilyFood Express,8/18/2023,Cookies & Sweets,Eggs,5,24.78,123.9,24.78,99.12,93,16.107,80.535,18.585,18.75,2023,8,August,3,Friday,33,Individual,Craiova,România
3361,MegaMart Westside,6/20/2024,Coffee & Tea,Bread,2,11.96,23.92,1.81,22.11,67,7.774,15.548,6.562,29.68,2024,6,June,2,Thursday,25,Individual,Constanta,România
7512,City Fresh Store,12/23/2024,Cookies & Sweets,Orange Juice,5,24.32,121.6,12.16,109.44,464,15.808,79.04,30.4,27.78,2024,12,December,4,Monday,52,Individual,Timisoara,România
6314,GreenGrocer Plaza,4/16/2025,Dairy Products,Onions,3,22.05,66.15,9.92,56.23,286,14.3325,42.9975,13.2325,23.53,2025,4,April,2,Wednesday,16,Individual,Oradea,România
1919,Unknown Store,3/21/2024,Bread & Pastries,Yogurt,4,27.95,111.8,16.77,95.03,294,18.1675,72.67,22.36,23.53,2024,3,March,1,Thursday,12,Individual,Necunoscut,România
6873,SuperSave Central,5/24/2024,Cookies & Sweets,Carrots,1,17.19,17.19,2.58,14.61,257,11.1735,11.1735,3.4365,23.52,2024,5,May,2,Friday,21,Individual,Cluj-Napoca,România
5000,City Fresh Store,9/22/2024,Cookies & Sweets,Potatoes,2,22.96,45.92,0,45.92,492,14.924,29.848,16.072,35,2024,9,September,3,Sunday,38,Individual,Timisoara,România
3868,QuickStop Market,10/7/2023,Bread & Pastries,Rice,1,12.56,12.56,3.22,9.34,383,8.164,8.164,1.176,12.59,2023,10,October,4,Saturday,40,Individual,Brasov,România
7267,SuperSave Central,11/30/2024,Coffee & Tea,Cereal,3,7.33,21.99,4.4,17.59,293,4.7645,14.2935,3.2965,18.74,2024,11,November,4,Saturday,48,Individual,Cluj-Napoca,România
4945,FamilyFood Express,8/27/2024,Coffee & Tea,Yogurt,2,22.32,44.64,8.93,35.71,446,14.508,29.016,6.694,18.75,2024,8,August,3,Tuesday,35,Individual,Craiova,România
3344,FamilyFood Express,2/3/2024,Bread & Pastries,Ground Beef,5,11.31,56.55,4.68,51.87,398,7.3515,36.7575,15.1125,29.14,2024,2,February,1,Saturday,5,Individual,Craiova,România
5161,MegaMart Westside,7/28/2024,Coffee & Tea,Pasta,4,6.29,25.16,2.52,22.64,391,4.0885,16.354,6.286,27.77,2024,7,July,3,Sunday,30,Individual,Constanta,România
1153,MegaMart Westside,7/5/2025,Cookies & Sweets,Apples,4,29.31,117.24,17.59,99.65,357,19.0515,76.206,23.444,23.53,2025,7,July,3,Saturday,27,Individual,Constanta,România
9955,SuperSave Central,12/7/2023,Coffee & Tea,Cheese,2,13.14,26.28,3.94,22.34,385,8.541,17.082,5.258,23.54,2023,12,December,4,Thursday,49,Individual,Cluj-Napoca,România
5097,QuickStop Market,7/26/2024,Coffee & Tea,Chicken Breast,4,22.58,90.32,13.55,76.77,133,14.677,58.708,18.062,23.53,2024,7,July,3,Friday,30,Individual,Brasov,România
8916,ValuePlus Market,10/28/2023,Coffee & Tea,Salmon,1,12.04,12.04,0,12.04,146,7.826,7.826,4.214,35,2023,10,October,4,Saturday,43,Individual,Bucuresti,România
6881,MegaMart Westside,10/26/2024,Bread & Pastries,Cereal,3,19.93,59.79,3.58,56.21,363,12.9545,38.8635,17.3465,30.86,2024,10,October,4,Saturday,43,Individual,Constanta,România
5847,QuickStop Market,1/31/2025,Coffee & Tea,Orange Juice,5,16.1,80.5,16.1,64.4,230,10.465,52.325,12.075,18.75,2025,1,January,1,Friday,5,Individual,Brasov,România
7484,SuperSave Central,3/7/2024,Cookies & Sweets,Chicken Breast,1,2.84,2.84,1.22,1.62,449,1.846,1.846,-0.226,-13.95,2024,3,March,1,Thursday,10,Individual,Cluj-Napoca,România
6772,MegaMart Westside,1/24/2024,Cookies & Sweets,Pasta,2,9.79,19.58,2.94,16.64,0,6.3635,12.727,3.913,23.52,2024,1,January,1,Wednesday,4,Individual,Constanta,România
4115,QuickStop Market,12/1/2024,Coffee & Tea,Onions,1,20.94,20.94,3.14,17.8,251,13.611,13.611,4.189,23.53,2024,12,December,4,Sunday,48,Individual,Brasov,România
5106,FreshMart Downtown,1/14/2025,Cookies & Sweets,Rice,5,7.7,38.5,7.7,30.8,3,5.005,25.025,5.775,18.75,2025,1,January,1,Tuesday,3,Individual,Sibiu,România
3153,SuperSave Central,10/16/2023,Coffee & Tea,Bananas,2,3.61,7.22,1.44,5.78,7,2.3465,4.693,1.087,18.81,2023,10,October,4,Monday,42,Individual,Cluj-Napoca,România
5835,MegaMart Westside,4/16/2024,Cookies & Sweets,Rice,4,29.93,119.72,17.96,101.76,237,19.4545,77.818,23.942,23.53,2024,4,April,2,Tuesday,16,Individual,Constanta,România
9837,City Fresh Store,6/17/2025,Bread & Pastries,Milk,2,14.35,28.7,3.66,25.04,394,9.3275,18.655,6.385,25.5,2025,6,June,2,Tuesday,25,Individual,Timisoara,România
6994,FamilyFood Express,9/22/2024,Coffee & Tea,Tomatoes,3,28.14,84.42,0,84.42,81,18.291,54.873,29.547,35,2024,9,September,3,Sunday,38,Individual,Craiova,România
6549,ValuePlus Market,4/22/2025,Dairy Products,Eggs,4,7.74,30.96,3.1,27.86,285,5.031,20.124,7.736,27.77,2025,4,April,2,Tuesday,17,Individual,Bucuresti,România
7464,ValuePlus Market,8/17/2023,Cookies & Sweets,Yogurt,5,20.8,104,2.13,101.87,392,13.52,67.6,34.27,33.64,2023,8,August,3,Thursday,33,Individual,Bucuresti,România
7086,FreshMart Downtown,10/30/2023,Dairy Products,Rice,1,28.38,28.38,3.9,24.48,491,18.447,18.447,6.033,24.64,2023,10,October,4,Monday,44,Individual,Sibiu,România
4830,ValuePlus Market,8/7/2024,Cookies & Sweets,Yogurt,2,16.25,32.5,4,28.5,127,10.5625,21.125,7.375,25.88,2024,8,August,3,Wednesday,32,Individual,Bucuresti,România
1410,Corner Grocery,11/30/2024,Dairy Products,Orange Juice,4,21.36,85.44,17.09,68.35,218,13.884,55.536,12.814,18.75,2024,11,November,4,Saturday,48,Individual,Iasi,România
8606,City Fresh Store,7/13/2025,Coffee & Tea,Tomatoes,1,22.05,22.05,1.54,20.51,145,14.3325,14.3325,6.1775,30.12,2025,7,July,3,Sunday,28,Individual,Timisoara,România
9807,Corner Grocery,11/20/2023,Cookies & Sweets,Chicken Breast,2,22.67,45.34,0,45.34,434,14.7355,29.471,15.869,35,2023,11,November,4,Monday,47,Individual,Iasi,România
7078,ValuePlus Market,1/8/2025,Bread & Pastries,Eggs,1,20.53,20.53,3.3,17.23,201,13.3445,13.3445,3.8855,22.55,2025,1,January,1,Wednesday,2,Individual,Bucuresti,România
9850,GreenGrocer Plaza,6/27/2024,Bread & Pastries,Cheese,3,23.79,71.37,10.71,60.66,75,15.4635,46.3905,14.2695,23.52,2024,6,June,2,Thursday,26,Individual,Oradea,România
3531,GreenGrocer Plaza,6/24/2025,Coffee & Tea,Milk,5,12.57,62.85,2.74,60.11,43,8.1705,40.8525,19.2575,32.04,2025,6,June,2,Tuesday,26,Individual,Oradea,România
2622,ValuePlus Market,5/15/2025,Bread & Pastries,Ground Beef,1,8.71,8.71,0,8.71,220,5.6615,5.6615,3.0485,35,2025,5,May,2,Thursday,20,Individual,Bucuresti,România
9017,GreenGrocer Plaza,11/27/2024,Dairy Products,Cheese,4,11.58,46.32,6.95,39.37,97,7.527,30.108,9.262,23.53,2024,11,November,4,Wednesday,48,Individual,Oradea,România
5583,FreshMart Downtown,9/1/2023,Bread & Pastries,Yogurt,3,5.51,16.53,3.96,12.57,372,3.5815,10.7445,1.8255,14.52,2023,9,September,3,Friday,35,Individual,Sibiu,România
8264,City Fresh Store,7/17/2024,Coffee & Tea,Bananas,3,7.05,21.15,4.23,16.92,275,4.5825,13.7475,3.1725,18.75,2024,7,July,3,Wednesday,29,Individual,Timisoara,România
6942,FreshMart Downtown,10/23/2023,Cookies & Sweets,Carrots,1,8.4,8.4,1.68,6.72,30,5.46,5.46,1.26,18.75,2023,10,October,4,Monday,43,Individual,Sibiu,România
6876,MegaMart Westside,9/23/2023,Dairy Products,Bananas,3,26.14,78.42,15.68,62.74,332,16.991,50.973,11.767,18.76,2023,9,September,3,Saturday,38,Individual,Constanta,România
6464,SuperSave Central,2/12/2024,Dairy Products,Tomatoes,5,28.85,144.25,14.43,129.82,313,18.7525,93.7625,36.0575,27.77,2024,2,February,1,Monday,7,Individual,Cluj-Napoca,România
3858,FreshMart Downtown,10/31/2023,Cookies & Sweets,Bananas,3,28.55,85.65,17.13,68.52,113,18.5575,55.6725,12.8475,18.75,2023,10,October,4,Tuesday,44,Individual,Sibiu,România
1243,Corner Grocery,5/11/2024,Cookies & Sweets,Milk,5,22.31,111.55,11.16,100.39,194,14.5015,72.5075,27.8825,27.77,2024,5,May,2,Saturday,19,Individual,Iasi,România
3854,QuickStop Market,2/29/2024,Coffee & Tea,Tomatoes,3,23.43,70.29,14.06,56.23,146,15.2295,45.6885,10.5415,18.75,2024,2,February,1,Thursday,9,Individual,Brasov,România
2862,FamilyFood Express,3/8/2025,Coffee & Tea,Bread,3,10.39,31.17,0,31.17,332,6.7535,20.2605,10.9095,35,2025,3,March,1,Saturday,10,Individual,Craiova,România
2041,GreenGrocer Plaza,8/10/2024,Dairy Products,Chicken Breast,4,19.38,77.52,0,77.52,43,12.597,50.388,27.132,35,2024,8,August,3,Saturday,32,Individual,Oradea,România
2786,QuickStop Market,7/23/2024,Coffee & Tea,Rice,2,4.4,8.8,3.49,5.31,67,2.86,5.72,-0.41,-7.72,2024,7,July,3,Tuesday,30,Individual,Brasov,România
1710,FamilyFood Express,2/21/2025,Bread & Pastries,Potatoes,4,12.88,51.52,10.3,41.22,40,8.372,33.488,7.732,18.76,2025,2,February,1,Friday,8,Individual,Craiova,România
2323,QuickStop Market,4/13/2024,Cookies & Sweets,Cereal,3,16.23,48.69,9.74,38.95,319,10.5495,31.6485,7.3015,18.75,2024,4,April,2,Saturday,15,Individual,Brasov,România
3067,QuickStop Market,3/7/2024,Bread & Pastries,Bananas,1,1.69,1.69,0,1.69,320,1.0985,1.0985,0.5915,35,2024,3,March,1,Thursday,10,Individual,Brasov,România
8430,GreenGrocer Plaza,6/11/2024,Coffee & Tea,Carrots,1,24.16,24.16,4.83,19.33,463,15.704,15.704,3.626,18.76,2024,6,June,2,Tuesday,24,Individual,Oradea,România
7815,MegaMart Westside,2/23/2025,Coffee & Tea,Carrots,3,23.48,70.44,3.71,66.73,73,15.262,45.786,20.944,31.39,2025,2,February,1,Sunday,8,Individual,Constanta,România
2557,SuperSave Central,4/5/2024,Bread & Pastries,Milk,4,12.23,48.92,2.24,46.68,442,7.9495,31.798,14.882,31.88,2024,4,April,2,Friday,14,Individual,Cluj-Napoca,România
7105,ValuePlus Market,4/28/2025,Dairy Products,Salmon,5,4.81,24.05,2.82,21.23,416,3.1265,15.6325,5.5975,26.37,2025,4,April,2,Monday,18,Individual,Bucuresti,România
3131,City Fresh Store,10/12/2024,Coffee & Tea,Ground Beef,2,5.16,10.32,1.55,8.77,458,3.354,6.708,2.062,23.51,2024,10,October,4,Saturday,41,Individual,Timisoara,România
3002,ValuePlus Market,6/21/2024,Dairy Products,Tomatoes,1,10.44,10.44,1.57,8.87,332,6.786,6.786,2.084,23.49,2024,6,June,2,Friday,25,Individual,Bucuresti,România
6793,ValuePlus Market,6/15/2025,Coffee & Tea,Tomatoes,5,12.98,64.9,1.64,63.26,317,8.437,42.185,21.075,33.31,2025,6,June,2,Sunday,24,Individual,Bucuresti,România
7929,City Fresh Store,6/11/2025,Cookies & Sweets,Bread,3,7.03,21.09,2.11,18.98,355,4.5695,13.7085,5.2715,27.77,2025,6,June,2,Wednesday,24,Individual,Timisoara,România
9313,FreshMart Downtown,1/19/2024,Dairy Products,Yogurt,2,26.72,53.44,10.69,42.75,462,17.368,34.736,8.014,18.75,2024,1,January,1,Friday,3,Individual,Sibiu,România
3535,SuperSave Central,12/29/2024,Coffee & Tea,Onions,3,12.3,36.9,7.38,29.52,295,7.995,23.985,5.535,18.75,2024,12,December,4,Sunday,52,Individual,Cluj-Napoca,România
2773,MegaMart Westside,5/4/2024,Dairy Products,Bananas,5,29.6,148,22.2,125.8,206,19.24,96.2,29.6,23.53,2024,5,May,2,Saturday,18,Individual,Constanta,România
5564,FreshMart Downtown,10/25/2024,Bread & Pastries,Cheese,5,12.42,62.1,6.21,55.89,162,8.073,40.365,15.525,27.78,2024,10,October,4,Friday,43,Individual,Sibiu,România
4705,Corner Grocery,4/24/2025,Cookies & Sweets,Onions,2,20.2,40.4,8.08,32.32,243,13.13,26.26,6.06,18.75,2025,4,April,2,Thursday,17,Individual,Iasi,România
8030,ValuePlus Market,5/24/2025,Cookies & Sweets,Orange Juice,4,5.46,21.84,4.37,17.47,446,3.549,14.196,3.274,18.74,2025,5,May,2,Saturday,21,Individual,Bucuresti,România
1430,FreshMart Downtown,11/22/2024,Dairy Products,Bananas,2,21.91,43.82,8.76,35.06,249,14.2415,28.483,6.577,18.76,2024,11,November,4,Friday,47,Individual,Sibiu,România
3955,ValuePlus Market,3/6/2024,Cookies & Sweets,Onions,4,12.15,48.6,4.86,43.74,115,7.8975,31.59,12.15,27.78,2024,3,March,1,Wednesday,10,Individual,Bucuresti,România
6105,SuperSave Central,2/17/2025,Coffee & Tea,Cheese,4,7.89,31.56,6.31,25.25,225,5.1285,20.514,4.736,18.76,2025,2,February,1,Monday,8,Individual,Cluj-Napoca,România
2391,QuickStop Market,6/23/2025,Coffee & Tea,Onions,2,12,24,2.4,21.6,361,7.8,15.6,6,27.78,2025,6,June,2,Monday,26,Individual,Brasov,România
5475,SuperSave Central,1/21/2024,Dairy Products,Apples,3,9.53,28.59,0,28.59,338,6.1945,18.5835,10.0065,35,2024,1,January,1,Sunday,3,Individual,Cluj-Napoca,România
6655,FreshMart Downtown,7/5/2024,Cookies & Sweets,Tomatoes,3,29.87,89.61,17.92,71.69,132,19.4155,58.2465,13.4435,18.75,2024,7,July,3,Friday,27,Individual,Sibiu,România
2816,City Fresh Store,3/14/2024,Dairy Products,Potatoes,2,18.69,37.38,1.58,35.8,91,12.1485,24.297,11.503,32.13,2024,3,March,1,Thursday,11,Individual,Timisoara,România
8972,Corner Grocery,9/19/2024,Bread & Pastries,Chicken Breast,4,21.74,86.96,1.28,85.68,52,14.131,56.524,29.156,34.03,2024,9,September,3,Thursday,38,Individual,Iasi,România
6053,QuickStop Market,9/11/2023,Coffee & Tea,Bananas,4,5.31,21.24,3.66,17.58,327,3.4515,13.806,3.774,21.47,2023,9,September,3,Monday,37,Individual,Brasov,România
1897,Corner Grocery,8/12/2023,Cookies & Sweets,Bread,5,7.54,37.7,3.27,34.43,196,4.901,24.505,9.925,28.83,2023,8,August,3,Saturday,32,Individual,Iasi,România
5186,MegaMart Westside,3/18/2024,Coffee & Tea,Bread,4,22.31,89.24,17.85,71.39,71,14.5015,58.006,13.384,18.75,2024,3,March,1,Monday,12,Individual,Constanta,România
1126,ValuePlus Market,8/27/2024,Coffee & Tea,Bananas,1,10.83,10.83,1.08,9.75,172,7.0395,7.0395,2.7105,27.8,2024,8,August,3,Tuesday,35,Individual,Bucuresti,România
8055,GreenGrocer Plaza,12/21/2023,Bread & Pastries,Carrots,4,28.25,113,0,113,445,18.3625,73.45,39.55,35,2023,12,December,4,Thursday,51,Individual,Oradea,România
